Tema,Año,Mes,Marca,Modelo,Tipo,Segmento,Origen,PaísOrigen,Cantidad,TipoVehiculo,DescMotor
Venta al público de vehículos,2024,Noviembre,Peugeot,Partner Rapid,Camiones ligeros,Minivans,Importado,Brasil,  188,,
Venta al público de vehículos,2024,Noviembre,Porsche,718 Boxster,Automóviles,Deportivos,Importado,Alemania,  2,,
Venta al público de vehículos,2024,Noviembre,Porsche,Cayenne,Camiones ligeros,SUV's,Importado,Alemania,  69,,
Venta al público de vehículos,2024,Noviembre,Porsche,Cayman,Automóviles,De Lujo,Importado,Alemania,  11,,
Venta al público de vehículos,2024,Noviembre,Porsche,Macan,Camiones ligeros,SUV's,Importado,Alemania,  71,,
Venta al público de vehículos,2024,Noviembre,Porsche,Panamera,Automóviles,De Lujo,Importado,Alemania,  5,,
Venta al público de vehículos,2024,Noviembre,Porsche,911 Carrera / Turbo / GT,Automóviles,Deportivos,Importado,Alemania,  53,,
Venta al público de vehículos,2024,Noviembre,Porsche,Taycan,Automóviles,Deportivos,Importado,Alemania,  3,,
Venta al público de vehículos,2024,Noviembre,Renault,Duster,Camiones ligeros,SUV's,Importado,Colombia,  91,,
Venta al público de vehículos,2024,Noviembre,Renault,Kangoo,Camiones ligeros,Pick Ups,Importado,Argentina,  196,,
Venta al público de vehículos,2024,Noviembre,Renault,Koleos,Camiones ligeros,SUV's,Importado,Corea del Sur,  44,,
Venta al público de vehículos,2024,Noviembre,Renault,Logan,Automóviles,Subcompactos,Importado,Brasil,  20,,
Venta al público de vehículos,2024,Noviembre,Renault,Oroch,Camiones ligeros,Pick Ups,Importado,Brasil,  135,,
Venta al público de vehículos,2024,Noviembre,Renault,Stepway,Automóviles,Compactos,Importado,Colombia,  59,,
Venta al público de vehículos,2024,Noviembre,Renault,Kwid,Automóviles,Subcompactos,Importado,Brasil, 1 584,,
Venta al público de vehículos,2024,Noviembre,Renault,Kwid e-Tech,Automóviles,Subcompactos,Importado,China,  18,,
Venta al público de vehículos,2024,Noviembre,Renault,Master,Camiones ligeros,Minivans,Importado,Francia,  5,,
Venta al público de vehículos,2024,Noviembre,Renault,Kardian,Automóviles,Compactos,Importado,Brasil,  213,,
Venta al público de vehículos,2024,Noviembre,Renault,Arkana,Camiones ligeros,SUV's,Importado,Corea del Sur,  314,,
Venta al público de vehículos,2024,Noviembre,SEAT,Arona,Camiones ligeros,SUV's,Importado,España,  180,,
Venta al público de vehículos,2024,Noviembre,SEAT,Ateca,Camiones ligeros,SUV's,Importado,República Checa,  199,,
