Tema,Año,Mes,Marca,Modelo,Tipo,Segmento,Origen,PaísOrigen,Cantidad,TipoVehiculo,DescMotor
Venta al público de vehículos,2021,Marzo,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups,Nacional,México,  0,,
Venta al público de vehículos,2021,Marzo,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,Nacional,México,  43,,
Venta al público de vehículos,2021,Marzo,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,Nacional,México,  0,,
Venta al público de vehículos,2021,Marzo,General Motors,Sonic-,Automóviles,Subcompactos,Nacional,México,  0,,
Venta al público de vehículos,2021,Marzo,General Motors,Sonic 5 PTS,Automóviles,Subcompactos,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2021,Marzo,General Motors,Sonic 5 PTS-,Automóviles,Subcompactos,Nacional,México,  0,,
Venta al público de vehículos,2021,Marzo,General Motors,Spark,Automóviles,Subcompactos,Importado,India,  0,,
Venta al público de vehículos,2021,Marzo,General Motors,Spark EV 5 Ptas.,Automóviles,Subcompactos,Importado,Corea del Sur,  0,,
Venta al público de vehículos,2021,Marzo,General Motors,Spark NG,Automóviles,Subcompactos,Importado,Corea del Sur,  695,,
Venta al público de vehículos,2021,Marzo,General Motors,SRX SUV-,Camiones ligeros,SUV's,Nacional,México,  0,,
Venta al público de vehículos,2021,Marzo,General Motors,Suburban Suv,Camiones ligeros,SUV's,Importado,Estados Unidos,  244,,
Venta al público de vehículos,2021,Marzo,General Motors,Tahoe,Camiones ligeros,SUV's,Importado,Estados Unidos,  137,,
Venta al público de vehículos,2021,Marzo,General Motors,Terrain Suv,Camiones ligeros,SUV's,Importado,Canadá,  0,,
Venta al público de vehículos,2021,Marzo,General Motors,Terrain SUV-,Camiones ligeros,SUV's,Nacional,México,  106,,
Venta al público de vehículos,2021,Marzo,General Motors,Tornado Pickup,Camiones ligeros,Pick Ups,Importado,Brasil,  3,,
Venta al público de vehículos,2021,Marzo,General Motors,Traverse Suv,Camiones ligeros,SUV's,Importado,Estados Unidos,  35,,
Venta al público de vehículos,2021,Marzo,General Motors,Trax,Camiones ligeros,SUV's,Nacional,México,  16,,
Venta al público de vehículos,2021,Marzo,General Motors,Verano,Automóviles,De Lujo,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2021,Marzo,General Motors,Volt 4 Ptas.,Automóviles,Subcompactos,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2021,Marzo,General Motors,Xt4 Suv,Camiones ligeros,SUV's,Importado,Estados Unidos,  10,,
Venta al público de vehículos,2021,Marzo,General Motors,XT5 SUV,Camiones ligeros,SUV's,Importado,Estados Unidos,  16,,
Venta al público de vehículos,2021,Marzo,General Motors,Yukon Suv,Camiones ligeros,SUV's,Importado,Estados Unidos,  39,,
Venta al público de vehículos,2021,Marzo,General Motors,Blazer,Camiones ligeros,SUV's,Nacional,México,  83,,
Venta al público de vehículos,2021,Marzo,General Motors,Cheyenne Cabina Regular,Camiones ligeros,Pick Ups,Nacional,México,  72,,
Venta al público de vehículos,2021,Marzo,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups,Nacional,México,  103,,
Venta al público de vehículos,2021,Marzo,General Motors,Silverado Doble Cabina,Camiones ligeros,Pick Ups,Nacional,México,  460,,
Venta al público de vehículos,2021,Marzo,General Motors,Cheyenne  Doble Cabina,Camiones ligeros,Pick Ups,Nacional,México,  170,,
Venta al público de vehículos,2021,Marzo,General Motors,Sierra Cabina Regular,Camiones ligeros,Pick Ups,Nacional,México,  52,,
Venta al público de vehículos,2021,Marzo,General Motors,Sierra Doble Cabina,Camiones ligeros,Pick Ups,Nacional,México,  150,,
Venta al público de vehículos,2021,Marzo,General Motors,Cheyenne Doble Cabina,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2021,Marzo,General Motors,Sierra Doble Cabina,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  7,,
Venta al público de vehículos,2021,Marzo,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups,Nacional,México,  0,,
Venta al público de vehículos,2021,Marzo,General Motors,Onix,Automóviles,Compactos,Nacional,México, 1 537,,
Venta al público de vehículos,2021,Marzo,General Motors,Tracker,Camiones ligeros,SUV's,Importado,Brasil, 1 385,,
Venta al público de vehículos,2021,Marzo,General Motors,Yukon XL,Camiones ligeros,SUV's,Importado,Estados Unidos,  57,,
Venta al público de vehículos,2021,Marzo,General Motors,Captiva SUV,Camiones ligeros,SUV's,Importado,China,  300,,
Venta al público de vehículos,2021,Marzo,Honda,Accord-,Automóviles,De Lujo,Importado,Estados Unidos,  95,,
Venta al público de vehículos,2021,Marzo,Honda,BR-V,Camiones ligeros,SUV's,Importado,Tailandia,  237,,
Venta al público de vehículos,2021,Marzo,Honda,Civic,Automóviles,Compactos,Importado,Estados Unidos,  240,,
Venta al público de vehículos,2021,Marzo,Honda,CR-V,Camiones ligeros,SUV's,Importado,Estados Unidos, 1 127,,
Venta al público de vehículos,2021,Marzo,Honda,Fit-,Automóviles,Subcompactos,Nacional,México,  38,,
Venta al público de vehículos,2021,Marzo,Honda,Honda City,Automóviles,Compactos,Importado,India,  973,,
Venta al público de vehículos,2021,Marzo,Honda,Honda Pilot,Camiones ligeros,SUV's,Importado,Estados Unidos,  81,,
Venta al público de vehículos,2021,Marzo,Honda,HR-V-,Camiones ligeros,SUV's,Nacional,México, 1 338,,
Venta al público de vehículos,2021,Marzo,Honda,Insight Hybrid,Automóviles,Compactos,Importado,Estados Unidos,  16,,
Venta al público de vehículos,2021,Marzo,Honda,Odyssey,Camiones ligeros,Minivans,Importado,Estados Unidos,  130,,
Venta al público de vehículos,2021,Marzo,Hyundai,Accent Hatchback,Automóviles,Subcompactos,Nacional,México,  137,,
Venta al público de vehículos,2021,Marzo,Hyundai,Accent Sedan,Automóviles,Subcompactos,Nacional,México,  315,,
Venta al público de vehículos,2021,Marzo,Hyundai,Creta,Camiones ligeros,SUV's,Importado,India,  687,,
Venta al público de vehículos,2021,Marzo,Hyundai,Elantra,Automóviles,Compactos,Importado,Estados Unidos,  25,,
Venta al público de vehículos,2021,Marzo,Hyundai,Genesis,Automóviles,De Lujo,Importado,Corea del Sur,-,,
Venta al público de vehículos,2021,Marzo,Hyundai,Grand I10,Automóviles,Subcompactos,Importado,India,  557,,
Venta al público de vehículos,2021,Marzo,Hyundai,Grand I10 Sedán,Automóviles,Subcompactos,Importado,India,  858,,
Venta al público de vehículos,2021,Marzo,Hyundai,Ioniq,Automóviles,Compactos,Importado,Corea del Sur,  13,,
Venta al público de vehículos,2021,Marzo,Hyundai,IX35,Camiones ligeros,SUV's,Importado,República Checa,-,,
Venta al público de vehículos,2021,Marzo,Hyundai,Santa Fe,Camiones ligeros,SUV's,Importado,Estados Unidos,  16,,
Venta al público de vehículos,2021,Marzo,Hyundai,Santa FE 7 P,Camiones ligeros,SUV's,Importado,Corea del Sur,-,,
Venta al público de vehículos,2021,Marzo,Hyundai,Sonata,Automóviles,Compactos,Importado,Estados Unidos,-,,
Venta al público de vehículos,2021,Marzo,Hyundai,Starex,Camiones ligeros,Minivans,Importado,Corea del Sur,-,,
Venta al público de vehículos,2021,Marzo,Hyundai,Tucson,Camiones ligeros,SUV's,Importado,República Checa,  845,,
Venta al público de vehículos,2021,Marzo,Hyundai,Veloster,Automóviles,Deportivos,Importado,Corea del Sur,-,,
Venta al público de vehículos,2021,Marzo,Infiniti,Infiniti,Automóviles,De Lujo,Importado,Japón,  0,,
Venta al público de vehículos,2021,Marzo,Infiniti,Q50,Automóviles,De Lujo,Importado,Japón,  12,,
Venta al público de vehículos,2021,Marzo,Infiniti,Q60,Automóviles,De Lujo,Importado,Japón,  0,,
Venta al público de vehículos,2021,Marzo,Infiniti,Q70,Automóviles,De Lujo,Importado,Japón,  0,,
Venta al público de vehículos,2021,Marzo,Infiniti,QX30,Automóviles,De Lujo,Importado,Reino Unido,  0,,
Venta al público de vehículos,2021,Marzo,Infiniti,QX50,Camiones ligeros,SUV's,Nacional,México,  1,,
Venta al público de vehículos,2021,Marzo,Infiniti,QX60,Camiones ligeros,SUV's,Importado,Japón,  31,,
Venta al público de vehículos,2021,Marzo,Infiniti,QX70,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2021,Marzo,Infiniti,QX80,Camiones ligeros,SUV's,Importado,Japón,  9,,
Venta al público de vehículos,2021,Marzo,Isuzu,ELF 200,Camiones ligeros,Pick Ups,Importado,Japón,  4,,
Venta al público de vehículos,2021,Marzo,Isuzu,ELF 300,Camiones ligeros,Pick Ups,Importado,Japón,  27,,
Venta al público de vehículos,2021,Marzo,Isuzu,ELF100,Camiones ligeros,Pick Ups,Importado,Japón,  10,,
Venta al público de vehículos,2021,Marzo,JAC,J4,Automóviles,Subcompactos,Nacional,México,  17,,
Venta al público de vehículos,2021,Marzo,JAC,Frison,Camiones ligeros,Pick Ups,Nacional,México,  174,,
Venta al público de vehículos,2021,Marzo,JAC,Sei2,Camiones ligeros,SUV's,Nacional,México,  115,,
Venta al público de vehículos,2021,Marzo,JAC,Sei3,Camiones ligeros,SUV's,Nacional,México,  74,,
Venta al público de vehículos,2021,Marzo,JAC,Sei7,Camiones ligeros,SUV's,Nacional,México,  11,,
Venta al público de vehículos,2021,Marzo,JAC,Sei4,Camiones ligeros,SUV's,Nacional,México,  33,,
Venta al público de vehículos,2021,Marzo,JAC,GML X150 EV,Camiones ligeros,Pick Ups,Nacional,México,  17,,
Venta al público de vehículos,2021,Marzo,JAC,X 200,Camiones ligeros,Pick Ups,Nacional,México,  12,,
Venta al público de vehículos,2021,Marzo,JAC,E Sei 1,Camiones ligeros,SUV's,Nacional,México,  2,,
Venta al público de vehículos,2021,Marzo,JAC,E Sei 2,Camiones ligeros,SUV's,Nacional,México,  4,,
Venta al público de vehículos,2021,Marzo,JAC,E Sei 4,Camiones ligeros,SUV's,Nacional,México,  7,,
Venta al público de vehículos,2021,Marzo,JAC,SUNRAY,Camiones ligeros,Minivans,Nacional,México,  9,,
Venta al público de vehículos,2021,Marzo,JAC,J7,Automóviles,Compactos,Nacional,México,  121,,
Venta al público de vehículos,2021,Marzo,JAC,SEI7 PRO,Camiones ligeros,SUV's,Nacional,México,  22,,
Venta al público de vehículos,2021,Marzo,Jaguar,F-Pace,Automóviles,De Lujo,Importado,Reino Unido,  5,,
Venta al público de vehículos,2021,Marzo,Jaguar,F-Type,Automóviles,Deportivos,Importado,Reino Unido,  4,,
Venta al público de vehículos,2021,Marzo,Jaguar,XE,Automóviles,De Lujo,Importado,Reino Unido,  4,,
Venta al público de vehículos,2021,Marzo,Jaguar,I-Pace,Automóviles,De Lujo,Importado,Reino Unido,  1,,
Venta al público de vehículos,2021,Marzo,KIA,SPORTAGE,Camiones ligeros,SUV's,Importado,Corea del Sur, 1 264,,
Venta al público de vehículos,2021,Marzo,KIA,Forte-,Automóviles,Compactos,Nacional,México, 1 334,,
Venta al público de vehículos,2021,Marzo,KIA,Forte Hatchback,Automóviles,Compactos,Nacional,México,  142,,
Venta al público de vehículos,2021,Marzo,KIA,KIA Niro,Camiones ligeros,SUV's,Importado,Corea del Sur,  80,,
Venta al público de vehículos,2021,Marzo,KIA,Kia Río Hatchback-,Automóviles,Subcompactos,Nacional,México,  835,,
Venta al público de vehículos,2021,Marzo,KIA,KIA Río Sedan-,Automóviles,Subcompactos,Nacional,México, 1 967,,
Venta al público de vehículos,2021,Marzo,KIA,Sedona,Camiones ligeros,Minivans,Importado,No Especificado,  83,,
Venta al público de vehículos,2021,Marzo,KIA,Sorento,Camiones ligeros,SUV's,Importado,Estados Unidos,  163,,
Venta al público de vehículos,2021,Marzo,KIA,Soul,Camiones ligeros,SUV's,Importado,Corea del Sur,  278,,
Venta al público de vehículos,2021,Marzo,KIA,Stinger,Automóviles,De Lujo,Importado,Corea del Sur,  15,,
Venta al público de vehículos,2021,Marzo,KIA,Seltos,Camiones ligeros,SUV's,Importado,India, 1 043,,
Venta al público de vehículos,2021,Marzo,Land Rover,Discovery Sport,Automóviles,De Lujo,Importado,Reino Unido,  2,,
Venta al público de vehículos,2021,Marzo,Land Rover,Range Rover,Automóviles,De Lujo,Importado,Reino Unido,  2,,
Venta al público de vehículos,2021,Marzo,Land Rover,Range Rover Evoque,Automóviles,De Lujo,Importado,Reino Unido,  33,,
Venta al público de vehículos,2021,Marzo,Land Rover,Range Rover Sport,Camiones ligeros,SUV's,Importado,Reino Unido,  29,,
Venta al público de vehículos,2021,Marzo,Land Rover,Range Rover Velar,Automóviles,De Lujo,Importado,Reino Unido,  11,,
Venta al público de vehículos,2021,Marzo,Land Rover,Defender,Camiones ligeros,SUV's,Importado,Reino Unido,  10,,
Venta al público de vehículos,2021,Marzo,Lincoln,Corsair,Camiones ligeros,SUV's,Importado,Canadá,  15,,
Venta al público de vehículos,2021,Marzo,Lincoln,Navigator,Camiones ligeros,Minivans,Importado,Estados Unidos,  23,,
Venta al público de vehículos,2021,Marzo,Lincoln,AVIATOR,Camiones ligeros,SUV's,Importado,Estados Unidos,  8,,
Venta al público de vehículos,2021,Marzo,Lincoln,NAUTILUS,Automóviles,De Lujo,Importado,Estados Unidos,  2,,
Venta al público de vehículos,2021,Marzo,Lincoln,Aviator Grand Touring,Camiones ligeros,SUV's,Importado,Estados Unidos,  3,,
Venta al público de vehículos,2021,Marzo,Mazda,CX-3,Camiones ligeros,SUV's,Importado,Japón,  732,,
Venta al público de vehículos,2021,Marzo,Mazda,CX-5,Camiones ligeros,SUV's,Importado,Japón, 1 154,,
Venta al público de vehículos,2021,Marzo,Mazda,Cx-7,Camiones ligeros,SUV's,Importado,Japón,-,,
Venta al público de vehículos,2021,Marzo,Mazda,CX-9,Camiones ligeros,SUV's,Importado,Japón,  156,,
Venta al público de vehículos,2021,Marzo,Mazda,Mazda 2,Automóviles,Subcompactos,Importado,Japón,-,,
Venta al público de vehículos,2021,Marzo,Mazda,Mazda 2 Hatchback,Automóviles,Subcompactos,Nacional,México,  86,,
Venta al público de vehículos,2021,Marzo,Mazda,Mazda 2 Sedán,Automóviles,Subcompactos,Nacional,México,  230,,
Venta al público de vehículos,2021,Marzo,Mazda,Mazda 3 Hatchback,Automóviles,Compactos,Importado,Japón,-,,
Venta al público de vehículos,2021,Marzo,Mazda,Mazda 3 Hatchback,Automóviles,Compactos,Nacional,México,  643,,
Venta al público de vehículos,2021,Marzo,Mazda,Mazda 3 Sedán,Automóviles,Compactos,Importado,Japón,-,,
Venta al público de vehículos,2021,Marzo,Mazda,Mazda 3 Sedán-,Automóviles,Compactos,Nacional,México,  829,,
Venta al público de vehículos,2021,Marzo,Mazda,Mazda 5,Automóviles,Compactos,Importado,Japón,-,,
Venta al público de vehículos,2021,Marzo,Mazda,Mazda 6,Automóviles,De Lujo,Importado,Japón,  37,,
Venta al público de vehículos,2021,Marzo,Mazda,Mx-5,Automóviles,Deportivos,Importado,Japón,  105,,
Venta al público de vehículos,2021,Marzo,Mazda,CX-30,Camiones ligeros,SUV's,Nacional,México,  748,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,AMG GT,Automóviles,De Lujo,Importado,Alemania,  3,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,CLA,Automóviles,De Lujo,Importado,Hungría,  49,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Clase A hatchback,Automóviles,De Lujo,Importado,Alemania,  3,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Clase C Sedan,Automóviles,De Lujo,Importado,Alemania,  3,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Clase E sedan,Automóviles,De Lujo,Importado,Alemania,  34,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Clase G,Camiones ligeros,SUV's,Importado,Austria,  48,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Clase GLE,Camiones ligeros,SUV's,Importado,Estados Unidos,  185,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Clase GLS,Camiones ligeros,SUV's,Importado,Estados Unidos,  83,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Clase S sedan,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Clase SL,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Clase V,Camiones ligeros,SUV's,Importado,España,  36,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,CLS,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,GLA,Camiones ligeros,SUV's,Importado,Alemania,  0,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,GLC,Camiones ligeros,SUV's,Importado,Alemania,  197,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,SLC,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Sprinter,Camiones ligeros,SUV's,Importado,Alemania,  156,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,GLB,Camiones ligeros,SUV's,Nacional,México,  33,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Clase A Sedan,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Clase C coupe,Automóviles,De Lujo,Importado,Alemania,  2,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Clase E coupe,Automóviles,De Lujo,Importado,Alemania,  9,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,Clase S coupe,Automóviles,De Lujo,Importado,Alemania,  0,,
Venta al público de vehículos,2021,Marzo,Mercedes Benz,EQC,Camiones ligeros,SUV's,Importado,Alemania,  1,,
Venta al público de vehículos,2021,Marzo,MG Motor,MG5,Automóviles,Compactos,Importado,China,  439,,
Venta al público de vehículos,2021,Marzo,MG Motor,HS,Camiones ligeros,SUV's,Importado,China,  130,,
Venta al público de vehículos,2021,Marzo,MG Motor,ZS,Camiones ligeros,SUV's,Importado,China,  237,,
Venta al público de vehículos,2021,Marzo,Mini,MINI 3 PTAS,Automóviles,De Lujo,Importado,Reino Unido,  169,,
Venta al público de vehículos,2021,Marzo,Mini,MINI 5 PTAS,Automóviles,De Lujo,Importado,Reino Unido,  56,,
Venta al público de vehículos,2021,Marzo,Mini,MINI CLUBMAN,Automóviles,De Lujo,Importado,Reino Unido,  3,,
Venta al público de vehículos,2021,Marzo,Mini,MINI CONVERTIBLE,Automóviles,De Lujo,Importado,Reino Unido,  14,,
Venta al público de vehículos,2021,Marzo,Mini,MINI COUNTRYMAN,Camiones ligeros,SUV's,Importado,Reino Unido,  85,,
Venta al público de vehículos,2021,Marzo,Mitsubishi Motors,L200,Camiones ligeros,Pick Ups,Importado,Tailandia,  988,,
Venta al público de vehículos,2021,Marzo,Mitsubishi Motors,Mirage,Automóviles,Subcompactos,Importado,Tailandia,  4,,
Venta al público de vehículos,2021,Marzo,Mitsubishi Motors,Eclipse Cross,Camiones ligeros,SUV's,Importado,Japón,  8,,
Venta al público de vehículos,2021,Marzo,Mitsubishi Motors,Montero Sport,Camiones ligeros,SUV's,Importado,Tailandia,  3,,
Venta al público de vehículos,2021,Marzo,Mitsubishi Motors,Mirage G4,Automóviles,Subcompactos,Importado,Tailandia,  416,,
Venta al público de vehículos,2021,Marzo,Mitsubishi Motors,Outlander PHEV,Camiones ligeros,SUV's,Importado,Japón,  16,,
Venta al público de vehículos,2021,Marzo,Nissan,370 Z,Automóviles,Deportivos,Importado,Japón,  3,,
Venta al público de vehículos,2021,Marzo,Nissan,Altima,Automóviles,De Lujo,Importado,Estados Unidos,  47,,
Venta al público de vehículos,2021,Marzo,Nissan,Armada,Camiones ligeros,SUV's,Importado,Estados Unidos,  2,,
Venta al público de vehículos,2021,Marzo,Nissan,Cabstar Mediano,Camiones ligeros,Pick Ups,Importado,España,  0,,
Venta al público de vehículos,2021,Marzo,Nissan,Frontier V6,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  1,,
Venta al público de vehículos,2021,Marzo,Nissan,GT-R,Automóviles,Deportivos,Importado,Japón,  0,,
Venta al público de vehículos,2021,Marzo,Nissan,Juke,Automóviles,Compactos,Importado,Japón,  0,,
Venta al público de vehículos,2021,Marzo,Nissan,Kicks,Camiones ligeros,SUV's,Nacional,México, 1 206,,
Venta al público de vehículos,2021,Marzo,Nissan,Leaf,Automóviles,Compactos,Importado,Japón,  0,,
Venta al público de vehículos,2021,Marzo,Nissan,March,Automóviles,Subcompactos,Nacional,México, 4 046,,
Venta al público de vehículos,2021,Marzo,Nissan,Maxima,Automóviles,De Lujo,Importado,Japón,  0,,
Venta al público de vehículos,2021,Marzo,Nissan,Murano,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2021,Marzo,Nissan,Note,Automóviles,Compactos,Nacional,México,  0,,
Venta al público de vehículos,2021,Marzo,Nissan,NP300,Camiones ligeros,Pick Ups,Nacional,México, 5 303,,
Venta al público de vehículos,2021,Marzo,Nissan,NV 200 Cargo,Camiones ligeros,SUV's,Nacional,México,  0,,
Venta al público de vehículos,2021,Marzo,Nissan,NV 200 NY TAXI,Camiones ligeros,SUV's,Nacional,México,  0,,
Venta al público de vehículos,2021,Marzo,Nissan,NV2500 V6 Toldo Alto,Camiones ligeros,Minivans,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2021,Marzo,Nissan,Pathfinder,Camiones ligeros,SUV's,Importado,Japón,  22,,
Venta al público de vehículos,2021,Marzo,Nissan,Sentra,Automóviles,Compactos,Nacional,México, 2 059,,
Venta al público de vehículos,2021,Marzo,Nissan,Tiida Sedan,Automóviles,Compactos,Nacional,México,  0,,
Venta al público de vehículos,2021,Marzo,Nissan,Titan,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2021,Marzo,Nissan,Urvan Panel,Camiones ligeros,SUV's,Importado,Japón,  225,,
Venta al público de vehículos,2021,Marzo,Nissan,Urvan Pasajeros,Camiones ligeros,SUV's,Importado,Japón,  277,,
Venta al público de vehículos,2021,Marzo,Nissan,Versa,Automóviles,Compactos,Nacional,México, 7 124,,
Venta al público de vehículos,2021,Marzo,Nissan,Xtrail,Camiones ligeros,SUV's,Importado,Japón,  672,,
Venta al público de vehículos,2021,Marzo,Peugeot,208,Automóviles,Subcompactos,Importado,Francia,  39,,
Venta al público de vehículos,2021,Marzo,Peugeot,301,Automóviles,Subcompactos,Importado,España,  65,,
Venta al público de vehículos,2021,Marzo,Peugeot,2008,Camiones ligeros,SUV's,Importado,Francia,  107,,
Venta al público de vehículos,2021,Marzo,Peugeot,3008,Camiones ligeros,SUV's,Importado,Francia,  123,,
Venta al público de vehículos,2021,Marzo,Peugeot,5008,Camiones ligeros,SUV's,Importado,Francia,  49,,
Venta al público de vehículos,2021,Marzo,Peugeot,Expert Cargo Van,Camiones ligeros,Pick Ups,Importado,Francia,  36,,
Venta al público de vehículos,2021,Marzo,Peugeot,Manager Hdi,Camiones ligeros,Pick Ups,Importado,Italia,  46,,
Venta al público de vehículos,2021,Marzo,Peugeot,Partner,Camiones ligeros,Pick Ups,Importado,España,  421,,
Venta al público de vehículos,2021,Marzo,Peugeot,RIFTER,Camiones ligeros,Pick Ups,Importado,España,  123,,
Venta al público de vehículos,2021,Marzo,Peugeot,LANDTREK,Camiones ligeros,Pick Ups,Importado,China,  36,,
Venta al público de vehículos,2021,Marzo,Porsche,718 Boxster,Automóviles,Deportivos,Importado,Alemania,  4,,
Venta al público de vehículos,2021,Marzo,Porsche,Cayenne,Camiones ligeros,SUV's,Importado,Alemania,  30,,
Venta al público de vehículos,2021,Marzo,Porsche,Cayman,Automóviles,De Lujo,Importado,Alemania,  9,,
Venta al público de vehículos,2021,Marzo,Porsche,Macan,Camiones ligeros,SUV's,Importado,Alemania,  60,,
Venta al público de vehículos,2021,Marzo,Porsche,Panamera,Automóviles,De Lujo,Importado,Alemania,  1,,
Venta al público de vehículos,2021,Marzo,Porsche,911 Carrera / Turbo / GT,Automóviles,Deportivos,Importado,Alemania,  27,,
Venta al público de vehículos,2021,Marzo,Porsche,Taycan,Automóviles,Deportivos,Importado,Alemania,  17,,
Venta al público de vehículos,2021,Marzo,Renault,Captur,Camiones ligeros,SUV's,Importado,Brasil,  101,,
Venta al público de vehículos,2021,Marzo,Renault,Duster,Camiones ligeros,SUV's,Importado,Colombia,  492,,
Venta al público de vehículos,2021,Marzo,Renault,Kangoo,Camiones ligeros,Pick Ups,Importado,Argentina,  0,,
Venta al público de vehículos,2021,Marzo,Renault,Koleos,Camiones ligeros,SUV's,Importado,Corea del Sur,  143,,
Venta al público de vehículos,2021,Marzo,Renault,Logan,Automóviles,Subcompactos,Importado,Brasil,  0,,
Venta al público de vehículos,2021,Marzo,Renault,Oroch,Camiones ligeros,Pick Ups,Importado,Brasil,  14,,
Venta al público de vehículos,2021,Marzo,Renault,Sandero,Automóviles,Deportivos,Importado,Colombia,  0,,
Venta al público de vehículos,2021,Marzo,Renault,Sandero R.S. 2.0,Automóviles,Deportivos,Importado,Brasil,  28,,
Venta al público de vehículos,2021,Marzo,Renault,Stepway,Automóviles,Compactos,Importado,Colombia,  95,,
Venta al público de vehículos,2021,Marzo,Renault,Twizy,Automóviles,Subcompactos,Importado,España,  3,,
Venta al público de vehículos,2021,Marzo,Renault,ZOE,Automóviles,Subcompactos,Importado,Francia,  0,,
Venta al público de vehículos,2021,Marzo,Renault,Kwid,Automóviles,Subcompactos,Importado,Brasil, 1 024,,
Venta al público de vehículos,2021,Marzo,Renault,Kangoo ZE,Camiones ligeros,Pick Ups,Importado,Argentina,  0,,
Venta al público de vehículos,2021,Marzo,SEAT,Arona,Camiones ligeros,SUV's,Importado,España,  504,,
Venta al público de vehículos,2021,Marzo,SEAT,Ateca,Camiones ligeros,SUV's,Importado,República Checa,  133,,
Venta al público de vehículos,2021,Marzo,SEAT,Ibiza 2 Ptas,Automóviles,Subcompactos,Importado,España,-,,
Venta al público de vehículos,2021,Marzo,SEAT,Ibiza 4 Ptas,Automóviles,Subcompactos,Importado,España,  988,,
Venta al público de vehículos,2021,Marzo,SEAT,Leon,Automóviles,Deportivos,Importado,España,  14,,
Venta al público de vehículos,2021,Marzo,SEAT,Tarraco,Camiones ligeros,SUV's,Importado,Alemania,  32,,
Venta al público de vehículos,2021,Marzo,Smart,Forfour,Automóviles,De Lujo,Importado,Países Bajos,  0,,
Venta al público de vehículos,2021,Marzo,Smart,FORTWO,Automóviles,De Lujo,Importado,Francia,  0,,
Venta al público de vehículos,2021,Marzo,Smart,Roadster,Automóviles,Subcompactos,Importado,Alemania,  0,,
Venta al público de vehículos,2021,Marzo,Subaru,Forester,Camiones ligeros,SUV's,Importado,Japón,  128,,
Venta al público de vehículos,2021,Marzo,Subaru,Outback,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2021,Marzo,Subaru,Subaru BRZ,Automóviles,Deportivos,Importado,Japón,  0,,
Venta al público de vehículos,2021,Marzo,Subaru,WRX,Automóviles,Deportivos,Importado,Japón,  2,,
Venta al público de vehículos,2021,Marzo,Subaru,WRX STI,Automóviles,Deportivos,Importado,Japón,  1,,
Venta al público de vehículos,2021,Marzo,Subaru,XV,Camiones ligeros,SUV's,Importado,Japón,  59,,
Venta al público de vehículos,2021,Marzo,Suzuki,Ciaz,Automóviles,Compactos,Importado,India,  95,,
Venta al público de vehículos,2021,Marzo,Suzuki,Ignis,Automóviles,Subcompactos,Importado,Japón,  394,,
Venta al público de vehículos,2021,Marzo,Suzuki,Vitara,Camiones ligeros,SUV's,Importado,Hungría,  349,,
